n_robots,seed,rule,pose_rmse,align_rmse,gamma,n_delivered,trust_yield,airtime_util,dt_bias
2,32,deferral derived,0.4051428717490506,0.1504140208863283,0.004471917293935131,48,0.29794376540892714,0.6921955555555553,-81.65628533333334
2,32,deferral adaptive,1.0595425836930894,0.4031463752235497,2.0,20,0.3041338043279716,0.38305185185185203,2.5920639999999917
2,34,fixed 0.003,0.2199597381832096,0.22340849737418367,0.003,48,0.3675207200049202,0.6921955555555557,-12.118288000000016
2,34,drift derived,0.20112555042565516,0.21929175867537673,0.033271064666877376,47,0.24483983288419678,0.6765155555555556,-75.02195472340428
2,34,drift adaptive,0.15849343812857591,0.19038127598927249,0.05288085486645321,38,0.40832721958112345,0.6924575438596496,-15.546445473684226
2,34,deferral derived,0.20514146885575962,0.29637145396633696,0.004471917293935131,48,0.3468150981515034,0.6921955555555557,-55.61072533333331
2,34,deferral adaptive,0.35226170066764423,0.25838859953349447,2.0,20,0.3909378209568609,0.38305185185185203,2.412787199999991
2,36,fixed 0.003,0.3468077144172198,0.12180642700108234,0.003,48,0.48615394872480583,0.6936177777777778,35.89151999999995
2,36,drift derived,0.45376747761899555,0.15689420479992736,0.033271064666877376,47,0.3262371077847034,0.6772266666666669,-77.25762995744682
2,36,drift adaptive,0.4546040620234183,0.16438255078507305,0.05089495516452946,39,0.4182319002240035,0.6715306666666672,-19.51981292307694
2,36,deferral derived,0.38940853392207453,0.1129613568338088,0.004471917293935131,48,0.4593267215841081,0.6943288888888889,-25.64291466666671
2,36,deferral adaptive,0.2557461262440422,0.1900228025268373,2.0,22,0.45523783129608,0.42012444444444474,2.765608727272719
2,35,fixed 0.003,0.24346246837170565,0.1799107915198861,0.003,48,0.35306347620905704,0.6964622222222221,-15.057045333333335
2,35,drift derived,0.45668245986566547,0.2092906619602256,0.033271064666877376,46,0.19589485060312323,0.6940197101449278,-87.08068452173914
2,35,drift adaptive,0.325400265978234,0.20992969119309413,0.06084448776054448,37,0.39816109708345904,0.6744477192982461,-9.915059891891907
