seed,n_robots,w_obs,obs_ref,gamma_rule,variant,align_rmse,pose_rmse,n_delivered,frozen_plus_0.60_5,frozen_plus_0.30_6,matches_frozen_0.60_5,matches_frozen_0.30_6
15,3,0.6,5,deferral_derived,current,0.2462243333253271,0.2823857690427557,24,0.244771288214344,0.2813915446514976,False,False
15,3,0.6,5,fixed,current,0.38174632942798564,0.3677845348238747,23,0.244771288214344,0.2813915446514976,False,False
15,3,0.6,5,derived,current,0.38994406007955174,0.32553637500354293,24,0.244771288214344,0.2813915446514976,False,False
16,3,0.6,5,deferral_derived,current,0.16893155859512235,0.3313900276449776,24,0.1755700738909072,0.1735843240114126,False,False
16,3,0.6,5,fixed,current,0.1970645797156857,0.25940586896109313,23,0.1755700738909072,0.1735843240114126,False,False
16,3,0.6,5,derived,current,0.1876143215083116,0.25087370584852603,24,0.1755700738909072,0.1735843240114126,False,False
17,3,0.6,5,deferral_derived,current,0.15452276090405379,0.3254782479584474,24,0.1611312246687946,0.1535557507160606,False,False
17,3,0.6,5,fixed,current,0.17819415892782553,0.29926796980287823,23,0.1611312246687946,0.1535557507160606,False,False
17,3,0.6,5,derived,current,0.16238015757675892,0.3115709059589188,24,0.1611312246687946,0.1535557507160606,False,False
18,3,0.6,5,deferral_derived,current,0.203274900562492,0.43088268920531136,24,0.2069224177546398,0.2086443775575208,False,False
18,3,0.6,5,fixed,current,0.2642772914354017,0.5710027425967722,24,0.2069224177546398,0.2086443775575208,False,False
18,3,0.6,5,derived,current,0.3187273606282348,0.5021421265948474,24,0.2069224177546398,0.2086443775575208,False,False
19,3,0.6,5,deferral_derived,current,0.4628458827103279,0.48958788091710176,24,0.4814326723679786,0.3512177314198824,False,False
19,3,0.6,5,fixed,current,0.20670737426331035,0.47419136718433913,23,0.4814326723679786,0.3512177314198824,False,False
19,3,0.6,5,derived,current,0.28073024426339044,0.49936287937068197,24,0.4814326723679786,0.3512177314198824,False,False
20,3,0.6,5,deferral_derived,current,0.38033127232537073,0.6818121051499554,24,0.3812229022014088,0.3802908385972208,False,False
20,3,0.6,5,fixed,current,0.3066491519053452,0.6168590464105184,23,0.3812229022014088,0.3802908385972208,False,False
20,3,0.6,5,derived,current,0.23991842179694786,0.6514264222337849,24,0.3812229022014088,0.3802908385972208,False,False
21,3,0.6,5,deferral_derived,current,0.20247431456206436,0.40846233713570007,24,0.1741199603628083,0.2024743145620643,False,True
21,3,0.6,5,fixed,current,0.28508437741534737,0.5236499987441074,22,0.1741199603628083,0.2024743145620643,False,False
21,3,0.6,5,derived,current,0.27323328973188604,0.516535214167681,24,0.1741199603628083,0.2024743145620643,False,False
22,3,0.6,5,deferral_derived,current,0.22774415248556484,0.45260264579087073,24,0.2140716267935435,0.2014574850134847,False,False
22,3,0.6,5,fixed,current,0.26965738761329006,0.49723947005374525,23,0.2140716267935435,0.2014574850134847,False,False
22,3,0.6,5,derived,current,0.2572192412931026,0.4175278101490989,24,0.2140716267935435,0.2014574850134847,False,False
23,3,0.6,5,deferral_derived,current,0.22893615248445104,0.37389043043253706,24,0.2373595459999512,0.1681184396505506,False,False
23,3,0.6,5,fixed,current,0.3600093397309222,0.6394988375668254,23,0.2373595459999512,0.1681184396505506,False,False
23,3,0.6,5,derived,current,0.3475288144368974,0.5801021009229496,24,0.2373595459999512,0.1681184396505506,False,False
24,3,0.6,5,deferral_derived,current,0.2153730011424855,0.6701271777642936,24,0.1909381809176318,0.2171807768116782,False,False
24,3,0.6,5,fixed,current,0.2714022977376044,0.8132830528456353,23,0.1909381809176318,0.2171807768116782,False,False
24,3,0.6,5,derived,current,0.2835282660917689,0.7945724253553552,24,0.1909381809176318,0.2171807768116782,False,False
25,3,0.6,5,deferral_derived,current,0.24310332721495428,0.3284333954662731,24,0.2677080554481257,0.2431033272149542,False,True
25,3,0.6,5,fixed,current,0.2408695402471677,0.5270495373223291,23,0.2677080554481257,0.2431033272149542,False,False
25,3,0.6,5,derived,current,0.6861269147477965,0.5797489965400219,24,0.2677080554481257,0.2431033272149542,False,False
26,3,0.6,5,deferral_derived,current,0.24912671065776318,0.40677265835276066,24,0.3885410582043573,0.2329580495979779,False,False
26,3,0.6,5,fixed,current,0.4934789870468174,0.49642436634720905,23,0.3885410582043573,0.2329580495979779,False,False
26,3,0.6,5,derived,current,0.3862674819344353,0.41062572251579865,24,0.3885410582043573,0.2329580495979779,False,False
27,3,0.6,5,deferral_derived,current,0.14483921835951297,0.3106791740614519,24,0.1294850903402108,0.1567824753769493,False,False
27,3,0.6,5,fixed,current,0.2019097594462052,0.40895155871626404,24,0.1294850903402108,0.1567824753769493,False,False
27,3,0.6,5,derived,current,0.1687499819977868,0.3588908663172958,24,0.1294850903402108,0.1567824753769493,False,False
