n_robots,seed,arm,align_rmse,pose_rmse,n_delivered,trust_yield
3,18,trust_only,0.5238253783795573,0.4444785813270281,24,0.5319500534828437
3,18,info_only,0.20751858420493016,0.41911044492805405,24,0.41562383733428776
3,18,bacs_gated,0.20751858420493016,0.41911044492805405,24,0.41562383733428776
3,18,plus_0.30_6,0.20864437755752085,0.4579411442784593,24,0.39886158313676234
3,19,fifo,0.7363153467993379,0.7708901154292219,24,0.4255676998429753
3,19,lifo,0.21683895829276023,0.3588093504546991,24,0.7324618622623155
3,19,random,0.20987068459972022,0.43662498059607924,24,0.5153073790642507
3,19,trust_only,0.23836885009650977,0.478459540475413,24,0.5067527528217903
3,19,info_only,0.24516610414210468,0.35935769395706435,24,0.30352202762302455
3,19,bacs_gated,0.24516610414210468,0.35935769395706435,24,0.30352202762302455
3,19,plus_0.30_6,0.3512177314198824,0.43916704041362975,24,0.27993002460036254
3,20,fifo,0.39637670184925317,0.5616555112729924,24,0.43976279279767727
3,20,lifo,0.3219689604421001,0.5064693407489373,24,0.6392638560882921
3,20,random,0.1724376902220903,0.4426441686467383,24,0.5309413734018887
3,20,trust_only,0.4523213647616204,0.6155344353494396,24,0.41521811932416036
3,20,info_only,0.4117877508208234,0.76043757222984,24,0.40534565078265916
3,20,bacs_gated,0.4117877508208234,0.76043757222984,24,0.40534565078265916
3,20,plus_0.30_6,0.38029083859722085,0.7201640871908817,24,0.37757265285385655
3,21,fifo,0.3555466961440216,0.3471962224293129,24,0.45315120818571497
3,21,lifo,0.1892070020641522,0.44035819776689156,24,0.6689493287259998
3,21,random,0.1928184124845504,0.5716381560508521,24,0.4583261848892654
3,21,trust_only,0.23214079604853233,0.4283411525126665,24,0.509164268734203
3,21,info_only,0.2870247052078841,0.4590209964273158,24,0.3577130632942707
3,21,bacs_gated,0.19936310024587073,0.4035761686759168,24,0.40453706326854927
3,21,plus_0.30_6,0.20247431456206436,0.40846233713570007,24,0.3941538706333972
3,22,fifo,0.7251779772604394,0.660851650219937,24,0.24525705009045576
3,22,lifo,0.29744596897916775,0.8782191833746702,24,0.5423112224029326
3,22,random,0.18122479846013564,0.20515838274984535,24,0.4501445193627265
3,22,trust_only,0.25228122340885756,0.5676916404266907,24,0.4001205719652969
